Organization legal name or 'doing business as' name,Group PAC ID,State,Measure Identifier,Measure Title,Measure Performance Rate,Denominator Count,Footnote
ST. DOMINIC MEDICAL ASSOCIATES LLC,0446303168,MS,CAHPS_GRP_2,How well clinicians communicate.,88,345,
ST. DOMINIC MEDICAL ASSOCIATES LLC,0446303168,MS,CAHPS_GRP_3,Patients' rating of clinicians.,87,346,
ST. DOMINIC MEDICAL ASSOCIATES LLC,0446303168,MS,CAHPS_GRP_5,Health promotion and education.,61,366,
ST. DOMINIC MEDICAL ASSOCIATES LLC,0446303168,MS,CAHPS_GRP_8,Courteous and helpful office staff.,84,346,
ST. DOMINIC MEDICAL ASSOCIATES LLC,0446303168,MS,CAHPS_GRP_9,Clinicians working together for your care.,81,369,
"BEAVER MEDICAL GROUP, L.P.",0547164295,CA,CAHPS_GRP_1,"Getting timely care, appointments, and information.",,,4
"BEAVER MEDICAL GROUP, L.P.",0547164295,CA,CAHPS_GRP_10,Between visit communication.,53,166,
"BEAVER MEDICAL GROUP, L.P.",0547164295,CA,CAHPS_GRP_12,Attention to patient medicine cost.,21,336,
"BEAVER MEDICAL GROUP, L.P.",0547164295,CA,CAHPS_GRP_2,How well clinicians communicate.,73,309,
"BEAVER MEDICAL GROUP, L.P.",0547164295,CA,CAHPS_GRP_3,Patients' rating of clinicians.,69,308,
"BEAVER MEDICAL GROUP, L.P.",0547164295,CA,CAHPS_GRP_5,Health promotion and education.,48,354,
"BEAVER MEDICAL GROUP, L.P.",0547164295,CA,CAHPS_GRP_8,Courteous and helpful office staff.,76,306,
"BEAVER MEDICAL GROUP, L.P.",0547164295,CA,CAHPS_GRP_9,Clinicians working together for your care.,65,351,
HENRY FORD MEDICAL GROUP,0547178311,MI,CAHPS_GRP_1,"Getting timely care, appointments, and information.",47,224,
HENRY FORD MEDICAL GROUP,0547178311,MI,CAHPS_GRP_10,Between visit communication.,62,139,
HENRY FORD MEDICAL GROUP,0547178311,MI,CAHPS_GRP_12,Attention to patient medicine cost.,24,244,
HENRY FORD MEDICAL GROUP,0547178311,MI,CAHPS_GRP_2,How well clinicians communicate.,81,226,
HENRY FORD MEDICAL GROUP,0547178311,MI,CAHPS_GRP_3,Patients' rating of clinicians.,79,217,
HENRY FORD MEDICAL GROUP,0547178311,MI,CAHPS_GRP_5,Health promotion and education.,61,258,
HENRY FORD MEDICAL GROUP,0547178311,MI,CAHPS_GRP_8,Courteous and helpful office staff.,76,215,
HENRY FORD MEDICAL GROUP,0547178311,MI,CAHPS_GRP_9,Clinicians working together for your care.,76,257,
CHATTANOOGA HAMILTON COUNTY HOSPITAL AUTHORITY,0547179731,TN,CAHPS_GRP_1,"Getting timely care, appointments, and information.",55,352,
CHATTANOOGA HAMILTON COUNTY HOSPITAL AUTHORITY,0547179731,TN,CAHPS_GRP_10,Between visit communication.,52,229,
CHATTANOOGA HAMILTON COUNTY HOSPITAL AUTHORITY,0547179731,TN,CAHPS_GRP_12,Attention to patient medicine cost.,35,376,
CHATTANOOGA HAMILTON COUNTY HOSPITAL AUTHORITY,0547179731,TN,CAHPS_GRP_2,How well clinicians communicate.,86,352,
CHATTANOOGA HAMILTON COUNTY HOSPITAL AUTHORITY,0547179731,TN,CAHPS_GRP_3,Patients' rating of clinicians.,87,351,
CHATTANOOGA HAMILTON COUNTY HOSPITAL AUTHORITY,0547179731,TN,CAHPS_GRP_5,Health promotion and education.,63,394,
CHATTANOOGA HAMILTON COUNTY HOSPITAL AUTHORITY,0547179731,TN,CAHPS_GRP_8,Courteous and helpful office staff.,82,353,
CHATTANOOGA HAMILTON COUNTY HOSPITAL AUTHORITY,0547179731,TN,CAHPS_GRP_9,Clinicians working together for your care.,77,389,
BAPTIST PRIMARY CARE INC,0648177733,FL,CAHPS_GRP_1,"Getting timely care, appointments, and information.",60,291,
BAPTIST PRIMARY CARE INC,0648177733,FL,CAHPS_GRP_10,Between visit communication.,59,193,
BAPTIST PRIMARY CARE INC,0648177733,FL,CAHPS_GRP_12,Attention to patient medicine cost.,36,300,
BAPTIST PRIMARY CARE INC,0648177733,FL,CAHPS_GRP_2,How well clinicians communicate.,85,291,
BAPTIST PRIMARY CARE INC,0648177733,FL,CAHPS_GRP_3,Patients' rating of clinicians.,84,275,
BAPTIST PRIMARY CARE INC,0648177733,FL,CAHPS_GRP_5,Health promotion and education.,66,308,
BAPTIST PRIMARY CARE INC,0648177733,FL,CAHPS_GRP_8,Courteous and helpful office staff.,88,273,
BAPTIST PRIMARY CARE INC,0648177733,FL,CAHPS_GRP_9,Clinicians working together for your care.,77,308,
UNC PHYSICIANS AND ASSOCIATES,0648181156,VA,CAHPS_GRP_1,"Getting timely care, appointments, and information.",61,230,
UNC PHYSICIANS AND ASSOCIATES,0648181156,VA,CAHPS_GRP_10,Between visit communication.,67,169,
UNC PHYSICIANS AND ASSOCIATES,0648181156,VA,CAHPS_GRP_12,Attention to patient medicine cost.,32,253,
UNC PHYSICIANS AND ASSOCIATES,0648181156,VA,CAHPS_GRP_2,How well clinicians communicate.,84,231,
UNC PHYSICIANS AND ASSOCIATES,0648181156,VA,CAHPS_GRP_3,Patients' rating of clinicians.,85,216,
UNC PHYSICIANS AND ASSOCIATES,0648181156,VA,CAHPS_GRP_5,Health promotion and education.,67,276,
UNC PHYSICIANS AND ASSOCIATES,0648181156,VA,CAHPS_GRP_8,Courteous and helpful office staff.,80,221,
UNC PHYSICIANS AND ASSOCIATES,0648181156,VA,CAHPS_GRP_9,Clinicians working together for your care.,77,276,
HOLY FAMILY MEMORIAL INC,0648183160,WI,CAHPS_GRP_1,"Getting timely care, appointments, and information.",61,313,
HOLY FAMILY MEMORIAL INC,0648183160,WI,CAHPS_GRP_10,Between visit communication.,53,204,
HOLY FAMILY MEMORIAL INC,0648183160,WI,CAHPS_GRP_12,Attention to patient medicine cost.,23,326,
HOLY FAMILY MEMORIAL INC,0648183160,WI,CAHPS_GRP_2,How well clinicians communicate.,78,313,
HOLY FAMILY MEMORIAL INC,0648183160,WI,CAHPS_GRP_3,Patients' rating of clinicians.,74,300,
HOLY FAMILY MEMORIAL INC,0648183160,WI,CAHPS_GRP_5,Health promotion and education.,64,345,
HOLY FAMILY MEMORIAL INC,0648183160,WI,CAHPS_GRP_8,Courteous and helpful office staff.,85,307,
HOLY FAMILY MEMORIAL INC,0648183160,WI,CAHPS_GRP_9,Clinicians working together for your care.,75,340,
PROVIDENCE HEALTH and SERVICES - OREGON,0648183608,OR,CAHPS_GRP_1,"Getting timely care, appointments, and information.",55,247,
PROVIDENCE HEALTH and SERVICES - OREGON,0648183608,OR,CAHPS_GRP_10,Between visit communication.,67,174,
PROVIDENCE HEALTH and SERVICES - OREGON,0648183608,OR,CAHPS_GRP_12,Attention to patient medicine cost.,23,271,
PROVIDENCE HEALTH and SERVICES - OREGON,0648183608,OR,CAHPS_GRP_2,How well clinicians communicate.,80,247,
PROVIDENCE HEALTH and SERVICES - OREGON,0648183608,OR,CAHPS_GRP_3,Patients' rating of clinicians.,82,226,
PROVIDENCE HEALTH and SERVICES - OREGON,0648183608,OR,CAHPS_GRP_5,Health promotion and education.,60,282,
PROVIDENCE HEALTH and SERVICES - OREGON,0648183608,OR,CAHPS_GRP_8,Courteous and helpful office staff.,82,229,
PROVIDENCE HEALTH and SERVICES - OREGON,0648183608,OR,CAHPS_GRP_9,Clinicians working together for your care.,77,280,
CLINICAL HEALTH CARE ASSOCIATES OF NEW JERSEY PC,0749180198,NJ,CAHPS_GRP_1,"Getting timely care, appointments, and information.",54,295,
CLINICAL HEALTH CARE ASSOCIATES OF NEW JERSEY PC,0749180198,NJ,CAHPS_GRP_10,Between visit communication.,50,186,
CLINICAL HEALTH CARE ASSOCIATES OF NEW JERSEY PC,0749180198,NJ,CAHPS_GRP_12,Attention to patient medicine cost.,28,304,
CLINICAL HEALTH CARE ASSOCIATES OF NEW JERSEY PC,0749180198,NJ,CAHPS_GRP_2,How well clinicians communicate.,87,294,
CLINICAL HEALTH CARE ASSOCIATES OF NEW JERSEY PC,0749180198,NJ,CAHPS_GRP_3,Patients' rating of clinicians.,84,279,
CLINICAL HEALTH CARE ASSOCIATES OF NEW JERSEY PC,0749180198,NJ,CAHPS_GRP_5,Health promotion and education.,67,310,
CLINICAL HEALTH CARE ASSOCIATES OF NEW JERSEY PC,0749180198,NJ,CAHPS_GRP_8,Courteous and helpful office staff.,83,280,
CLINICAL HEALTH CARE ASSOCIATES OF NEW JERSEY PC,0749180198,NJ,CAHPS_GRP_9,Clinicians working together for your care.,74,314,
FLORIDA HOSPITAL MEDICAL GROUP INC,0749186153,FL,CAHPS_GRP_1,"Getting timely care, appointments, and information.",59,301,
FLORIDA HOSPITAL MEDICAL GROUP INC,0749186153,FL,CAHPS_GRP_10,Between visit communication.,48,202,
FLORIDA HOSPITAL MEDICAL GROUP INC,0749186153,FL,CAHPS_GRP_12,Attention to patient medicine cost.,24,314,
FLORIDA HOSPITAL MEDICAL GROUP INC,0749186153,FL,CAHPS_GRP_2,How well clinicians communicate.,84,302,
FLORIDA HOSPITAL MEDICAL GROUP INC,0749186153,FL,CAHPS_GRP_3,Patients' rating of clinicians.,83,285,
FLORIDA HOSPITAL MEDICAL GROUP INC,0749186153,FL,CAHPS_GRP_5,Health promotion and education.,59,327,
FLORIDA HOSPITAL MEDICAL GROUP INC,0749186153,FL,CAHPS_GRP_8,Courteous and helpful office staff.,79,288,
FLORIDA HOSPITAL MEDICAL GROUP INC,0749186153,FL,CAHPS_GRP_9,Clinicians working together for your care.,76,327,
"EMERGEORTHO, PA",0749188894,NC,CAHPS_GRP_1,"Getting timely care, appointments, and information.",,,4
"EMERGEORTHO, PA",0749188894,NC,CAHPS_GRP_10,Between visit communication.,38,133,
"EMERGEORTHO, PA",0749188894,NC,CAHPS_GRP_12,Attention to patient medicine cost.,31,239,
"EMERGEORTHO, PA",0749188894,NC,CAHPS_GRP_2,How well clinicians communicate.,,,4
"EMERGEORTHO, PA",0749188894,NC,CAHPS_GRP_3,Patients' rating of clinicians.,,,4
"EMERGEORTHO, PA",0749188894,NC,CAHPS_GRP_5,Health promotion and education.,59,267,
"EMERGEORTHO, PA",0749188894,NC,CAHPS_GRP_8,Courteous and helpful office staff.,84,209,
"EMERGEORTHO, PA",0749188894,NC,CAHPS_GRP_9,Clinicians working together for your care.,71,266,
COMANCHE COUNTY HEALTHCARE CORPORATION,0749192433,OK,CAHPS_GRP_1,"Getting timely care, appointments, and information.",61,309,
COMANCHE COUNTY HEALTHCARE CORPORATION,0749192433,OK,CAHPS_GRP_10,Between visit communication.,57,230,
COMANCHE COUNTY HEALTHCARE CORPORATION,0749192433,OK,CAHPS_GRP_12,Attention to patient medicine cost.,23,334,
COMANCHE COUNTY HEALTHCARE CORPORATION,0749192433,OK,CAHPS_GRP_2,How well clinicians communicate.,82,311,
COMANCHE COUNTY HEALTHCARE CORPORATION,0749192433,OK,CAHPS_GRP_3,Patients' rating of clinicians.,75,288,
COMANCHE COUNTY HEALTHCARE CORPORATION,0749192433,OK,CAHPS_GRP_5,Health promotion and education.,59,352,
COMANCHE COUNTY HEALTHCARE CORPORATION,0749192433,OK,CAHPS_GRP_8,Courteous and helpful office staff.,82,293,
COMANCHE COUNTY HEALTHCARE CORPORATION,0749192433,OK,CAHPS_GRP_9,Clinicians working together for your care.,77,346,
ENT AND ALLERGY ASSOCIATES LLP,0749193662,NY,CAHPS_GRP_1,"Getting timely care, appointments, and information.",55,237,
ENT AND ALLERGY ASSOCIATES LLP,0749193662,NY,CAHPS_GRP_10,Between visit communication.,58,140,
ENT AND ALLERGY ASSOCIATES LLP,0749193662,NY,CAHPS_GRP_12,Attention to patient medicine cost.,21,239,
ENT AND ALLERGY ASSOCIATES LLP,0749193662,NY,CAHPS_GRP_2,How well clinicians communicate.,81,233,
ENT AND ALLERGY ASSOCIATES LLP,0749193662,NY,CAHPS_GRP_3,Patients' rating of clinicians.,77,222,
ENT AND ALLERGY ASSOCIATES LLP,0749193662,NY,CAHPS_GRP_5,Health promotion and education.,52,267,
ENT AND ALLERGY ASSOCIATES LLP,0749193662,NY,CAHPS_GRP_8,Courteous and helpful office staff.,78,221,
ENT AND ALLERGY ASSOCIATES LLP,0749193662,NY,CAHPS_GRP_9,Clinicians working together for your care.,,,4
TRIHEALTH G LLC,0749222651,OH,CAHPS_GRP_1,"Getting timely care, appointments, and information.",64,316,
TRIHEALTH G LLC,0749222651,OH,CAHPS_GRP_10,Between visit communication.,54,212,
TRIHEALTH G LLC,0749222651,OH,CAHPS_GRP_12,Attention to patient medicine cost.,28,324,
TRIHEALTH G LLC,0749222651,OH,CAHPS_GRP_2,How well clinicians communicate.,84,318,
TRIHEALTH G LLC,0749222651,OH,CAHPS_GRP_3,Patients' rating of clinicians.,83,304,
TRIHEALTH G LLC,0749222651,OH,CAHPS_GRP_5,Health promotion and education.,58,344,
TRIHEALTH G LLC,0749222651,OH,CAHPS_GRP_8,Courteous and helpful office staff.,85,308,
TRIHEALTH G LLC,0749222651,OH,CAHPS_GRP_9,Clinicians working together for your care.,78,341,
CAPE PHYSICIANS ASSOCIATES PA,0749333730,NJ,CAHPS_GRP_1,"Getting timely care, appointments, and information.",60,314,
CAPE PHYSICIANS ASSOCIATES PA,0749333730,NJ,CAHPS_GRP_10,Between visit communication.,62,205,
CAPE PHYSICIANS ASSOCIATES PA,0749333730,NJ,CAHPS_GRP_12,Attention to patient medicine cost.,26,326,
CAPE PHYSICIANS ASSOCIATES PA,0749333730,NJ,CAHPS_GRP_2,How well clinicians communicate.,88,315,
CAPE PHYSICIANS ASSOCIATES PA,0749333730,NJ,CAHPS_GRP_3,Patients' rating of clinicians.,87,299,
CAPE PHYSICIANS ASSOCIATES PA,0749333730,NJ,CAHPS_GRP_5,Health promotion and education.,69,337,
CAPE PHYSICIANS ASSOCIATES PA,0749333730,NJ,CAHPS_GRP_8,Courteous and helpful office staff.,83,300,
CAPE PHYSICIANS ASSOCIATES PA,0749333730,NJ,CAHPS_GRP_9,Clinicians working together for your care.,75,334,
SHANNON CLINIC,0840103727,TX,CAHPS_GRP_1,"Getting timely care, appointments, and information.",58,268,
SHANNON CLINIC,0840103727,TX,CAHPS_GRP_10,Between visit communication.,63,193,
SHANNON CLINIC,0840103727,TX,CAHPS_GRP_12,Attention to patient medicine cost.,24,278,
SHANNON CLINIC,0840103727,TX,CAHPS_GRP_2,How well clinicians communicate.,83,269,
SHANNON CLINIC,0840103727,TX,CAHPS_GRP_3,Patients' rating of clinicians.,80,247,
SHANNON CLINIC,0840103727,TX,CAHPS_GRP_5,Health promotion and education.,58,295,
SHANNON CLINIC,0840103727,TX,CAHPS_GRP_8,Courteous and helpful office staff.,81,247,
SHANNON CLINIC,0840103727,TX,CAHPS_GRP_9,Clinicians working together for your care.,81,291,
ALLIANCE PHYSICIANS INC,0840104360,OH,CAHPS_GRP_1,"Getting timely care, appointments, and information.",56,294,
ALLIANCE PHYSICIANS INC,0840104360,OH,CAHPS_GRP_10,Between visit communication.,51,199,
ALLIANCE PHYSICIANS INC,0840104360,OH,CAHPS_GRP_12,Attention to patient medicine cost.,31,294,
ALLIANCE PHYSICIANS INC,0840104360,OH,CAHPS_GRP_2,How well clinicians communicate.,83,297,
ALLIANCE PHYSICIANS INC,0840104360,OH,CAHPS_GRP_3,Patients' rating of clinicians.,83,271,
ALLIANCE PHYSICIANS INC,0840104360,OH,CAHPS_GRP_5,Health promotion and education.,65,313,
ALLIANCE PHYSICIANS INC,0840104360,OH,CAHPS_GRP_8,Courteous and helpful office staff.,82,274,
ALLIANCE PHYSICIANS INC,0840104360,OH,CAHPS_GRP_9,Clinicians working together for your care.,77,309,
APPALACHIAN REGIONAL HEALTHCARE INC,0840107835,KY,CAHPS_GRP_1,"Getting timely care, appointments, and information.",65,286,
APPALACHIAN REGIONAL HEALTHCARE INC,0840107835,KY,CAHPS_GRP_10,Between visit communication.,58,126,
APPALACHIAN REGIONAL HEALTHCARE INC,0840107835,KY,CAHPS_GRP_12,Attention to patient medicine cost.,33,285,
APPALACHIAN REGIONAL HEALTHCARE INC,0840107835,KY,CAHPS_GRP_2,How well clinicians communicate.,85,288,
APPALACHIAN REGIONAL HEALTHCARE INC,0840107835,KY,CAHPS_GRP_3,Patients' rating of clinicians.,80,288,
APPALACHIAN REGIONAL HEALTHCARE INC,0840107835,KY,CAHPS_GRP_5,Health promotion and education.,55,302,
APPALACHIAN REGIONAL HEALTHCARE INC,0840107835,KY,CAHPS_GRP_8,Courteous and helpful office staff.,80,288,
APPALACHIAN REGIONAL HEALTHCARE INC,0840107835,KY,CAHPS_GRP_9,Clinicians working together for your care.,69,302,
REX HOSPITAL INC,0840109864,NC,CAHPS_GRP_1,"Getting timely care, appointments, and information.",70,195,
REX HOSPITAL INC,0840109864,NC,CAHPS_GRP_10,Between visit communication.,56,141,
REX HOSPITAL INC,0840109864,NC,CAHPS_GRP_12,Attention to patient medicine cost.,30,219,
REX HOSPITAL INC,0840109864,NC,CAHPS_GRP_2,How well clinicians communicate.,84,196,
REX HOSPITAL INC,0840109864,NC,CAHPS_GRP_3,Patients' rating of clinicians.,86,189,
REX HOSPITAL INC,0840109864,NC,CAHPS_GRP_5,Health promotion and education.,66,238,
REX HOSPITAL INC,0840109864,NC,CAHPS_GRP_8,Courteous and helpful office staff.,90,188,
REX HOSPITAL INC,0840109864,NC,CAHPS_GRP_9,Clinicians working together for your care.,79,231,
"FORT HEALTHCARE, INC",0840189718,WI,CAHPS_GRP_1,"Getting timely care, appointments, and information.",55,372,
"FORT HEALTHCARE, INC",0840189718,WI,CAHPS_GRP_10,Between visit communication.,58,213,
"FORT HEALTHCARE, INC",0840189718,WI,CAHPS_GRP_12,Attention to patient medicine cost.,25,384,
"FORT HEALTHCARE, INC",0840189718,WI,CAHPS_GRP_2,How well clinicians communicate.,80,375,
"FORT HEALTHCARE, INC",0840189718,WI,CAHPS_GRP_3,Patients' rating of clinicians.,76,346,
"FORT HEALTHCARE, INC",0840189718,WI,CAHPS_GRP_5,Health promotion and education.,55,406,
"FORT HEALTHCARE, INC",0840189718,WI,CAHPS_GRP_8,Courteous and helpful office staff.,79,348,
"FORT HEALTHCARE, INC",0840189718,WI,CAHPS_GRP_9,Clinicians working together for your care.,75,403,
ARNOT MEDICAL SERVICES PLLC,0840450748,NY,CAHPS_GRP_1,"Getting timely care, appointments, and information.",62,330,
ARNOT MEDICAL SERVICES PLLC,0840450748,NY,CAHPS_GRP_10,Between visit communication.,50,231,
ARNOT MEDICAL SERVICES PLLC,0840450748,NY,CAHPS_GRP_12,Attention to patient medicine cost.,24,346,
ARNOT MEDICAL SERVICES PLLC,0840450748,NY,CAHPS_GRP_2,How well clinicians communicate.,86,331,
ARNOT MEDICAL SERVICES PLLC,0840450748,NY,CAHPS_GRP_3,Patients' rating of clinicians.,83,321,
ARNOT MEDICAL SERVICES PLLC,0840450748,NY,CAHPS_GRP_5,Health promotion and education.,56,353,
ARNOT MEDICAL SERVICES PLLC,0840450748,NY,CAHPS_GRP_8,Courteous and helpful office staff.,84,322,
ARNOT MEDICAL SERVICES PLLC,0840450748,NY,CAHPS_GRP_9,Clinicians working together for your care.,77,354,
UROLOGY CENTERS OF ALABAMA PC,0941264345,AL,CAHPS_GRP_1,"Getting timely care, appointments, and information.",74,69,
UROLOGY CENTERS OF ALABAMA PC,0941264345,AL,CAHPS_GRP_10,Between visit communication.,,,4
UROLOGY CENTERS OF ALABAMA PC,0941264345,AL,CAHPS_GRP_12,Attention to patient medicine cost.,,,4
UROLOGY CENTERS OF ALABAMA PC,0941264345,AL,CAHPS_GRP_2,How well clinicians communicate.,,,4
UROLOGY CENTERS OF ALABAMA PC,0941264345,AL,CAHPS_GRP_3,Patients' rating of clinicians.,,,4
UROLOGY CENTERS OF ALABAMA PC,0941264345,AL,CAHPS_GRP_5,Health promotion and education.,,,4
UROLOGY CENTERS OF ALABAMA PC,0941264345,AL,CAHPS_GRP_8,Courteous and helpful office staff.,,,4
UROLOGY CENTERS OF ALABAMA PC,0941264345,AL,CAHPS_GRP_9,Clinicians working together for your care.,,,4
SETON FAMILY OF DOCTORS,0941333280,TX,CAHPS_GRP_1,"Getting timely care, appointments, and information.",55,310,
SETON FAMILY OF DOCTORS,0941333280,TX,CAHPS_GRP_10,Between visit communication.,62,207,
SETON FAMILY OF DOCTORS,0941333280,TX,CAHPS_GRP_12,Attention to patient medicine cost.,36,326,
SETON FAMILY OF DOCTORS,0941333280,TX,CAHPS_GRP_2,How well clinicians communicate.,80,312,
SETON FAMILY OF DOCTORS,0941333280,TX,CAHPS_GRP_3,Patients' rating of clinicians.,77,309,
SETON FAMILY OF DOCTORS,0941333280,TX,CAHPS_GRP_5,Health promotion and education.,60,333,
SETON FAMILY OF DOCTORS,0941333280,TX,CAHPS_GRP_8,Courteous and helpful office staff.,83,310,
SETON FAMILY OF DOCTORS,0941333280,TX,CAHPS_GRP_9,Clinicians working together for your care.,74,334,
"PRIMARY CARE GROUP, LLC",0941480131,TN,CAHPS_GRP_1,"Getting timely care, appointments, and information.",63,308,
"PRIMARY CARE GROUP, LLC",0941480131,TN,CAHPS_GRP_10,Between visit communication.,55,223,
"PRIMARY CARE GROUP, LLC",0941480131,TN,CAHPS_GRP_12,Attention to patient medicine cost.,32,313,
"PRIMARY CARE GROUP, LLC",0941480131,TN,CAHPS_GRP_2,How well clinicians communicate.,86,310,
"PRIMARY CARE GROUP, LLC",0941480131,TN,CAHPS_GRP_3,Patients' rating of clinicians.,84,289,
"PRIMARY CARE GROUP, LLC",0941480131,TN,CAHPS_GRP_5,Health promotion and education.,56,322,
"PRIMARY CARE GROUP, LLC",0941480131,TN,CAHPS_GRP_8,Courteous and helpful office staff.,87,290,
"PRIMARY CARE GROUP, LLC",0941480131,TN,CAHPS_GRP_9,Clinicians working together for your care.,78,324,
UNIVERSITY OF UTAH ADULT SERVICES,0941525273,UT,CAHPS_GRP_1,"Getting timely care, appointments, and information.",63,290,
UNIVERSITY OF UTAH ADULT SERVICES,0941525273,UT,CAHPS_GRP_10,Between visit communication.,59,201,
UNIVERSITY OF UTAH ADULT SERVICES,0941525273,UT,CAHPS_GRP_12,Attention to patient medicine cost.,38,317,
UNIVERSITY OF UTAH ADULT SERVICES,0941525273,UT,CAHPS_GRP_2,How well clinicians communicate.,84,289,
UNIVERSITY OF UTAH ADULT SERVICES,0941525273,UT,CAHPS_GRP_3,Patients' rating of clinicians.,83,276,
UNIVERSITY OF UTAH ADULT SERVICES,0941525273,UT,CAHPS_GRP_5,Health promotion and education.,65,330,
UNIVERSITY OF UTAH ADULT SERVICES,0941525273,UT,CAHPS_GRP_8,Courteous and helpful office staff.,85,273,
UNIVERSITY OF UTAH ADULT SERVICES,0941525273,UT,CAHPS_GRP_9,Clinicians working together for your care.,80,329,
ASPIRUS CLINICS INC,1052223625,WI,CAHPS_GRP_1,"Getting timely care, appointments, and information.",56,350,
ASPIRUS CLINICS INC,1052223625,WI,CAHPS_GRP_10,Between visit communication.,74,229,
ASPIRUS CLINICS INC,1052223625,WI,CAHPS_GRP_12,Attention to patient medicine cost.,22,383,
ASPIRUS CLINICS INC,1052223625,WI,CAHPS_GRP_2,How well clinicians communicate.,83,351,
ASPIRUS CLINICS INC,1052223625,WI,CAHPS_GRP_3,Patients' rating of clinicians.,79,353,
ASPIRUS CLINICS INC,1052223625,WI,CAHPS_GRP_5,Health promotion and education.,62,401,
ASPIRUS CLINICS INC,1052223625,WI,CAHPS_GRP_8,Courteous and helpful office staff.,85,355,
ASPIRUS CLINICS INC,1052223625,WI,CAHPS_GRP_9,Clinicians working together for your care.,74,402,
COLUMBUS REGIONAL HEALTH PHYSICIANS LLC,1052612314,IN,CAHPS_GRP_1,"Getting timely care, appointments, and information.",56,356,
COLUMBUS REGIONAL HEALTH PHYSICIANS LLC,1052612314,IN,CAHPS_GRP_10,Between visit communication.,47,240,
COLUMBUS REGIONAL HEALTH PHYSICIANS LLC,1052612314,IN,CAHPS_GRP_12,Attention to patient medicine cost.,28,360,
COLUMBUS REGIONAL HEALTH PHYSICIANS LLC,1052612314,IN,CAHPS_GRP_2,How well clinicians communicate.,77,360,
COLUMBUS REGIONAL HEALTH PHYSICIANS LLC,1052612314,IN,CAHPS_GRP_3,Patients' rating of clinicians.,79,343,
COLUMBUS REGIONAL HEALTH PHYSICIANS LLC,1052612314,IN,CAHPS_GRP_5,Health promotion and education.,55,374,
COLUMBUS REGIONAL HEALTH PHYSICIANS LLC,1052612314,IN,CAHPS_GRP_8,Courteous and helpful office staff.,83,347,
