Group Name,Group PAC ID,Measure Performance Rate,Measure Title,State,Year
PROVIDENCE HEALTH and SERVICES - OREGON,648183608,55.0,"Getting timely care, appointments, and information.",OR,2016
PROVIDENCE HEALTH and SERVICES - OREGON,648183608,67.0,Between visit communication.,OR,2016
PROVIDENCE HEALTH and SERVICES - OREGON,648183608,23.0,Attention to patient medicine cost.,OR,2016
PROVIDENCE HEALTH and SERVICES - OREGON,648183608,80.0,How well clinicians communicate.,OR,2016
PROVIDENCE HEALTH and SERVICES - OREGON,648183608,82.0,Patients' rating of clinicians.,OR,2016
PROVIDENCE HEALTH and SERVICES - OREGON,648183608,60.0,Health promotion and education.,OR,2016
PROVIDENCE HEALTH and SERVICES - OREGON,648183608,82.0,Courteous and helpful office staff.,OR,2016
PROVIDENCE HEALTH and SERVICES - OREGON,648183608,77.0,Clinicians working together for your care.,OR,2016
CLINICAL HEALTH CARE ASSOCIATES OF NEW JERSEY PC,749180198,54.0,"Getting timely care, appointments, and information.",NJ,2016
CLINICAL HEALTH CARE ASSOCIATES OF NEW JERSEY PC,749180198,50.0,Between visit communication.,NJ,2016
CLINICAL HEALTH CARE ASSOCIATES OF NEW JERSEY PC,749180198,28.0,Attention to patient medicine cost.,NJ,2016
CLINICAL HEALTH CARE ASSOCIATES OF NEW JERSEY PC,749180198,87.0,How well clinicians communicate.,NJ,2016
CLINICAL HEALTH CARE ASSOCIATES OF NEW JERSEY PC,749180198,84.0,Patients' rating of clinicians.,NJ,2016
CLINICAL HEALTH CARE ASSOCIATES OF NEW JERSEY PC,749180198,67.0,Health promotion and education.,NJ,2016
CLINICAL HEALTH CARE ASSOCIATES OF NEW JERSEY PC,749180198,83.0,Courteous and helpful office staff.,NJ,2016
CLINICAL HEALTH CARE ASSOCIATES OF NEW JERSEY PC,749180198,74.0,Clinicians working together for your care.,NJ,2016
FLORIDA HOSPITAL MEDICAL GROUP INC,749186153,59.0,"Getting timely care, appointments, and information.",FL,2016
FLORIDA HOSPITAL MEDICAL GROUP INC,749186153,48.0,Between visit communication.,FL,2016
FLORIDA HOSPITAL MEDICAL GROUP INC,749186153,24.0,Attention to patient medicine cost.,FL,2016
FLORIDA HOSPITAL MEDICAL GROUP INC,749186153,84.0,How well clinicians communicate.,FL,2016
FLORIDA HOSPITAL MEDICAL GROUP INC,749186153,83.0,Patients' rating of clinicians.,FL,2016
FLORIDA HOSPITAL MEDICAL GROUP INC,749186153,59.0,Health promotion and education.,FL,2016
FLORIDA HOSPITAL MEDICAL GROUP INC,749186153,79.0,Courteous and helpful office staff.,FL,2016
FLORIDA HOSPITAL MEDICAL GROUP INC,749186153,76.0,Clinicians working together for your care.,FL,2016
"EMERGEORTHO, PA",749188894,,"Getting timely care, appointments, and information.",NC,2016
"EMERGEORTHO, PA",749188894,38.0,Between visit communication.,NC,2016
"EMERGEORTHO, PA",749188894,31.0,Attention to patient medicine cost.,NC,2016
"EMERGEORTHO, PA",749188894,,How well clinicians communicate.,NC,2016
"EMERGEORTHO, PA",749188894,,Patients' rating of clinicians.,NC,2016
"EMERGEORTHO, PA",749188894,59.0,Health promotion and education.,NC,2016
"EMERGEORTHO, PA",749188894,84.0,Courteous and helpful office staff.,NC,2016
"EMERGEORTHO, PA",749188894,71.0,Clinicians working together for your care.,NC,2016
COMANCHE COUNTY HEALTHCARE CORPORATION,749192433,61.0,"Getting timely care, appointments, and information.",OK,2016
COMANCHE COUNTY HEALTHCARE CORPORATION,749192433,57.0,Between visit communication.,OK,2016
COMANCHE COUNTY HEALTHCARE CORPORATION,749192433,23.0,Attention to patient medicine cost.,OK,2016
COMANCHE COUNTY HEALTHCARE CORPORATION,749192433,82.0,How well clinicians communicate.,OK,2016
COMANCHE COUNTY HEALTHCARE CORPORATION,749192433,75.0,Patients' rating of clinicians.,OK,2016
COMANCHE COUNTY HEALTHCARE CORPORATION,749192433,59.0,Health promotion and education.,OK,2016
COMANCHE COUNTY HEALTHCARE CORPORATION,749192433,82.0,Courteous and helpful office staff.,OK,2016
COMANCHE COUNTY HEALTHCARE CORPORATION,749192433,77.0,Clinicians working together for your care.,OK,2016
ENT AND ALLERGY ASSOCIATES LLP,749193662,55.0,"Getting timely care, appointments, and information.",NY,2016
ENT AND ALLERGY ASSOCIATES LLP,749193662,58.0,Between visit communication.,NY,2016
ENT AND ALLERGY ASSOCIATES LLP,749193662,21.0,Attention to patient medicine cost.,NY,2016
ENT AND ALLERGY ASSOCIATES LLP,749193662,81.0,How well clinicians communicate.,NY,2016
ENT AND ALLERGY ASSOCIATES LLP,749193662,77.0,Patients' rating of clinicians.,NY,2016
ENT AND ALLERGY ASSOCIATES LLP,749193662,52.0,Health promotion and education.,NY,2016
ENT AND ALLERGY ASSOCIATES LLP,749193662,78.0,Courteous and helpful office staff.,NY,2016
ENT AND ALLERGY ASSOCIATES LLP,749193662,,Clinicians working together for your care.,NY,2016
TRIHEALTH G LLC,749222651,64.0,"Getting timely care, appointments, and information.",OH,2016
TRIHEALTH G LLC,749222651,54.0,Between visit communication.,OH,2016
TRIHEALTH G LLC,749222651,28.0,Attention to patient medicine cost.,OH,2016
TRIHEALTH G LLC,749222651,84.0,How well clinicians communicate.,OH,2016
TRIHEALTH G LLC,749222651,83.0,Patients' rating of clinicians.,OH,2016
TRIHEALTH G LLC,749222651,58.0,Health promotion and education.,OH,2016
TRIHEALTH G LLC,749222651,85.0,Courteous and helpful office staff.,OH,2016
TRIHEALTH G LLC,749222651,78.0,Clinicians working together for your care.,OH,2016
CAPE PHYSICIANS ASSOCIATES PA,749333730,60.0,"Getting timely care, appointments, and information.",NJ,2016
CAPE PHYSICIANS ASSOCIATES PA,749333730,62.0,Between visit communication.,NJ,2016
CAPE PHYSICIANS ASSOCIATES PA,749333730,26.0,Attention to patient medicine cost.,NJ,2016
CAPE PHYSICIANS ASSOCIATES PA,749333730,88.0,How well clinicians communicate.,NJ,2016
CAPE PHYSICIANS ASSOCIATES PA,749333730,87.0,Patients' rating of clinicians.,NJ,2016
CAPE PHYSICIANS ASSOCIATES PA,749333730,69.0,Health promotion and education.,NJ,2016
CAPE PHYSICIANS ASSOCIATES PA,749333730,83.0,Courteous and helpful office staff.,NJ,2016
CAPE PHYSICIANS ASSOCIATES PA,749333730,75.0,Clinicians working together for your care.,NJ,2016
SHANNON CLINIC,840103727,58.0,"Getting timely care, appointments, and information.",TX,2016
SHANNON CLINIC,840103727,63.0,Between visit communication.,TX,2016
SHANNON CLINIC,840103727,24.0,Attention to patient medicine cost.,TX,2016
SHANNON CLINIC,840103727,83.0,How well clinicians communicate.,TX,2016
SHANNON CLINIC,840103727,80.0,Patients' rating of clinicians.,TX,2016
SHANNON CLINIC,840103727,58.0,Health promotion and education.,TX,2016
SHANNON CLINIC,840103727,81.0,Courteous and helpful office staff.,TX,2016
SHANNON CLINIC,840103727,81.0,Clinicians working together for your care.,TX,2016
ALLIANCE PHYSICIANS INC,840104360,56.0,"Getting timely care, appointments, and information.",OH,2016
ALLIANCE PHYSICIANS INC,840104360,51.0,Between visit communication.,OH,2016
ALLIANCE PHYSICIANS INC,840104360,31.0,Attention to patient medicine cost.,OH,2016
ALLIANCE PHYSICIANS INC,840104360,83.0,How well clinicians communicate.,OH,2016
ALLIANCE PHYSICIANS INC,840104360,83.0,Patients' rating of clinicians.,OH,2016
ALLIANCE PHYSICIANS INC,840104360,65.0,Health promotion and education.,OH,2016
ALLIANCE PHYSICIANS INC,840104360,82.0,Courteous and helpful office staff.,OH,2016
ALLIANCE PHYSICIANS INC,840104360,77.0,Clinicians working together for your care.,OH,2016
APPALACHIAN REGIONAL HEALTHCARE INC,840107835,65.0,"Getting timely care, appointments, and information.",KY,2016
APPALACHIAN REGIONAL HEALTHCARE INC,840107835,58.0,Between visit communication.,KY,2016
APPALACHIAN REGIONAL HEALTHCARE INC,840107835,33.0,Attention to patient medicine cost.,KY,2016
APPALACHIAN REGIONAL HEALTHCARE INC,840107835,85.0,How well clinicians communicate.,KY,2016
APPALACHIAN REGIONAL HEALTHCARE INC,840107835,80.0,Patients' rating of clinicians.,KY,2016
APPALACHIAN REGIONAL HEALTHCARE INC,840107835,55.0,Health promotion and education.,KY,2016
APPALACHIAN REGIONAL HEALTHCARE INC,840107835,80.0,Courteous and helpful office staff.,KY,2016
APPALACHIAN REGIONAL HEALTHCARE INC,840107835,69.0,Clinicians working together for your care.,KY,2016
REX HOSPITAL INC,840109864,70.0,"Getting timely care, appointments, and information.",NC,2016
REX HOSPITAL INC,840109864,56.0,Between visit communication.,NC,2016
REX HOSPITAL INC,840109864,30.0,Attention to patient medicine cost.,NC,2016
REX HOSPITAL INC,840109864,84.0,How well clinicians communicate.,NC,2016
REX HOSPITAL INC,840109864,86.0,Patients' rating of clinicians.,NC,2016
REX HOSPITAL INC,840109864,66.0,Health promotion and education.,NC,2016
REX HOSPITAL INC,840109864,90.0,Courteous and helpful office staff.,NC,2016
REX HOSPITAL INC,840109864,79.0,Clinicians working together for your care.,NC,2016
"FORT HEALTHCARE, INC",840189718,55.0,"Getting timely care, appointments, and information.",WI,2016
"FORT HEALTHCARE, INC",840189718,58.0,Between visit communication.,WI,2016
"FORT HEALTHCARE, INC",840189718,25.0,Attention to patient medicine cost.,WI,2016
"FORT HEALTHCARE, INC",840189718,80.0,How well clinicians communicate.,WI,2016
"FORT HEALTHCARE, INC",840189718,76.0,Patients' rating of clinicians.,WI,2016
"FORT HEALTHCARE, INC",840189718,55.0,Health promotion and education.,WI,2016
"FORT HEALTHCARE, INC",840189718,79.0,Courteous and helpful office staff.,WI,2016
"FORT HEALTHCARE, INC",840189718,75.0,Clinicians working together for your care.,WI,2016
ARNOT MEDICAL SERVICES PLLC,840450748,62.0,"Getting timely care, appointments, and information.",NY,2016
ARNOT MEDICAL SERVICES PLLC,840450748,50.0,Between visit communication.,NY,2016
ARNOT MEDICAL SERVICES PLLC,840450748,24.0,Attention to patient medicine cost.,NY,2016
ARNOT MEDICAL SERVICES PLLC,840450748,86.0,How well clinicians communicate.,NY,2016
ARNOT MEDICAL SERVICES PLLC,840450748,83.0,Patients' rating of clinicians.,NY,2016
ARNOT MEDICAL SERVICES PLLC,840450748,56.0,Health promotion and education.,NY,2016
ARNOT MEDICAL SERVICES PLLC,840450748,84.0,Courteous and helpful office staff.,NY,2016
ARNOT MEDICAL SERVICES PLLC,840450748,77.0,Clinicians working together for your care.,NY,2016
UROLOGY CENTERS OF ALABAMA PC,941264345,74.0,"Getting timely care, appointments, and information.",AL,2016
UROLOGY CENTERS OF ALABAMA PC,941264345,,Between visit communication.,AL,2016
UROLOGY CENTERS OF ALABAMA PC,941264345,,Attention to patient medicine cost.,AL,2016
UROLOGY CENTERS OF ALABAMA PC,941264345,,How well clinicians communicate.,AL,2016
UROLOGY CENTERS OF ALABAMA PC,941264345,,Patients' rating of clinicians.,AL,2016
UROLOGY CENTERS OF ALABAMA PC,941264345,,Health promotion and education.,AL,2016
UROLOGY CENTERS OF ALABAMA PC,941264345,,Courteous and helpful office staff.,AL,2016
UROLOGY CENTERS OF ALABAMA PC,941264345,,Clinicians working together for your care.,AL,2016
SETON FAMILY OF DOCTORS,941333280,55.0,"Getting timely care, appointments, and information.",TX,2016
SETON FAMILY OF DOCTORS,941333280,62.0,Between visit communication.,TX,2016
SETON FAMILY OF DOCTORS,941333280,36.0,Attention to patient medicine cost.,TX,2016
SETON FAMILY OF DOCTORS,941333280,80.0,How well clinicians communicate.,TX,2016
SETON FAMILY OF DOCTORS,941333280,77.0,Patients' rating of clinicians.,TX,2016
SETON FAMILY OF DOCTORS,941333280,60.0,Health promotion and education.,TX,2016
SETON FAMILY OF DOCTORS,941333280,83.0,Courteous and helpful office staff.,TX,2016
SETON FAMILY OF DOCTORS,941333280,74.0,Clinicians working together for your care.,TX,2016
"PRIMARY CARE GROUP, LLC",941480131,63.0,"Getting timely care, appointments, and information.",TN,2016
"PRIMARY CARE GROUP, LLC",941480131,55.0,Between visit communication.,TN,2016
"PRIMARY CARE GROUP, LLC",941480131,32.0,Attention to patient medicine cost.,TN,2016
"PRIMARY CARE GROUP, LLC",941480131,86.0,How well clinicians communicate.,TN,2016
"PRIMARY CARE GROUP, LLC",941480131,84.0,Patients' rating of clinicians.,TN,2016
"PRIMARY CARE GROUP, LLC",941480131,56.0,Health promotion and education.,TN,2016
"PRIMARY CARE GROUP, LLC",941480131,87.0,Courteous and helpful office staff.,TN,2016
"PRIMARY CARE GROUP, LLC",941480131,78.0,Clinicians working together for your care.,TN,2016
UNIVERSITY OF UTAH ADULT SERVICES,941525273,63.0,"Getting timely care, appointments, and information.",UT,2016
UNIVERSITY OF UTAH ADULT SERVICES,941525273,59.0,Between visit communication.,UT,2016
UNIVERSITY OF UTAH ADULT SERVICES,941525273,38.0,Attention to patient medicine cost.,UT,2016
UNIVERSITY OF UTAH ADULT SERVICES,941525273,84.0,How well clinicians communicate.,UT,2016
UNIVERSITY OF UTAH ADULT SERVICES,941525273,83.0,Patients' rating of clinicians.,UT,2016
UNIVERSITY OF UTAH ADULT SERVICES,941525273,65.0,Health promotion and education.,UT,2016
UNIVERSITY OF UTAH ADULT SERVICES,941525273,85.0,Courteous and helpful office staff.,UT,2016
UNIVERSITY OF UTAH ADULT SERVICES,941525273,80.0,Clinicians working together for your care.,UT,2016
ASPIRUS CLINICS INC,1052223625,56.0,"Getting timely care, appointments, and information.",WI,2016
ASPIRUS CLINICS INC,1052223625,74.0,Between visit communication.,WI,2016
ASPIRUS CLINICS INC,1052223625,22.0,Attention to patient medicine cost.,WI,2016
ASPIRUS CLINICS INC,1052223625,83.0,How well clinicians communicate.,WI,2016
ASPIRUS CLINICS INC,1052223625,79.0,Patients' rating of clinicians.,WI,2016
ASPIRUS CLINICS INC,1052223625,62.0,Health promotion and education.,WI,2016
ASPIRUS CLINICS INC,1052223625,85.0,Courteous and helpful office staff.,WI,2016
ASPIRUS CLINICS INC,1052223625,74.0,Clinicians working together for your care.,WI,2016
COLUMBUS REGIONAL HEALTH PHYSICIANS LLC,1052612314,56.0,"Getting timely care, appointments, and information.",IN,2016
COLUMBUS REGIONAL HEALTH PHYSICIANS LLC,1052612314,47.0,Between visit communication.,IN,2016
COLUMBUS REGIONAL HEALTH PHYSICIANS LLC,1052612314,28.0,Attention to patient medicine cost.,IN,2016
COLUMBUS REGIONAL HEALTH PHYSICIANS LLC,1052612314,77.0,How well clinicians communicate.,IN,2016
COLUMBUS REGIONAL HEALTH PHYSICIANS LLC,1052612314,79.0,Patients' rating of clinicians.,IN,2016
COLUMBUS REGIONAL HEALTH PHYSICIANS LLC,1052612314,55.0,Health promotion and education.,IN,2016
COLUMBUS REGIONAL HEALTH PHYSICIANS LLC,1052612314,83.0,Courteous and helpful office staff.,IN,2016
COLUMBUS REGIONAL HEALTH PHYSICIANS LLC,1052612314,75.0,Clinicians working together for your care.,IN,2016
MEDICAL FOUNDATION OF CENTRAL MISSISSIPPI INC,1153216411,62.0,"Getting timely care, appointments, and information.",MS,2016
MEDICAL FOUNDATION OF CENTRAL MISSISSIPPI INC,1153216411,51.0,Between visit communication.,MS,2016
MEDICAL FOUNDATION OF CENTRAL MISSISSIPPI INC,1153216411,35.0,Attention to patient medicine cost.,MS,2016
MEDICAL FOUNDATION OF CENTRAL MISSISSIPPI INC,1153216411,84.0,How well clinicians communicate.,MS,2016
MEDICAL FOUNDATION OF CENTRAL MISSISSIPPI INC,1153216411,86.0,Patients' rating of clinicians.,MS,2016
MEDICAL FOUNDATION OF CENTRAL MISSISSIPPI INC,1153216411,54.0,Health promotion and education.,MS,2016
MEDICAL FOUNDATION OF CENTRAL MISSISSIPPI INC,1153216411,78.0,Courteous and helpful office staff.,MS,2016
MEDICAL FOUNDATION OF CENTRAL MISSISSIPPI INC,1153216411,82.0,Clinicians working together for your care.,MS,2016
FACULTY PHYSICIANS and SURGEONS OF LLUSM,1153227814,46.0,"Getting timely care, appointments, and information.",CA,2016
FACULTY PHYSICIANS and SURGEONS OF LLUSM,1153227814,57.0,Between visit communication.,CA,2016
FACULTY PHYSICIANS and SURGEONS OF LLUSM,1153227814,21.0,Attention to patient medicine cost.,CA,2016
FACULTY PHYSICIANS and SURGEONS OF LLUSM,1153227814,,How well clinicians communicate.,CA,2016
FACULTY PHYSICIANS and SURGEONS OF LLUSM,1153227814,,Patients' rating of clinicians.,CA,2016
FACULTY PHYSICIANS and SURGEONS OF LLUSM,1153227814,58.0,Health promotion and education.,CA,2016
FACULTY PHYSICIANS and SURGEONS OF LLUSM,1153227814,75.0,Courteous and helpful office staff.,CA,2016
FACULTY PHYSICIANS and SURGEONS OF LLUSM,1153227814,71.0,Clinicians working together for your care.,CA,2016
THE PRESBYTERIAN HOSPITAL,1153231907,69.0,"Getting timely care, appointments, and information.",NC,2016
THE PRESBYTERIAN HOSPITAL,1153231907,68.0,Between visit communication.,NC,2016
THE PRESBYTERIAN HOSPITAL,1153231907,26.0,Attention to patient medicine cost.,NC,2016
THE PRESBYTERIAN HOSPITAL,1153231907,86.0,How well clinicians communicate.,NC,2016
THE PRESBYTERIAN HOSPITAL,1153231907,87.0,Patients' rating of clinicians.,NC,2016
THE PRESBYTERIAN HOSPITAL,1153231907,66.0,Health promotion and education.,NC,2016
THE PRESBYTERIAN HOSPITAL,1153231907,82.0,Courteous and helpful office staff.,NC,2016
THE PRESBYTERIAN HOSPITAL,1153231907,83.0,Clinicians working together for your care.,NC,2016
AROOSTOOK MEDICAL CENTER,1153233663,43.0,"Getting timely care, appointments, and information.",ME,2016
AROOSTOOK MEDICAL CENTER,1153233663,55.0,Between visit communication.,ME,2016
AROOSTOOK MEDICAL CENTER,1153233663,22.0,Attention to patient medicine cost.,ME,2016
AROOSTOOK MEDICAL CENTER,1153233663,76.0,How well clinicians communicate.,ME,2016
AROOSTOOK MEDICAL CENTER,1153233663,77.0,Patients' rating of clinicians.,ME,2016
AROOSTOOK MEDICAL CENTER,1153233663,65.0,Health promotion and education.,ME,2016
AROOSTOOK MEDICAL CENTER,1153233663,80.0,Courteous and helpful office staff.,ME,2016
AROOSTOOK MEDICAL CENTER,1153233663,72.0,Clinicians working together for your care.,ME,2016
NOVANT MEDICAL GROUP INC,1153234893,64.0,"Getting timely care, appointments, and information.",NC,2016
NOVANT MEDICAL GROUP INC,1153234893,63.0,Between visit communication.,NC,2016
NOVANT MEDICAL GROUP INC,1153234893,31.0,Attention to patient medicine cost.,NC,2016
NOVANT MEDICAL GROUP INC,1153234893,84.0,How well clinicians communicate.,NC,2016
NOVANT MEDICAL GROUP INC,1153234893,85.0,Patients' rating of clinicians.,NC,2016
NOVANT MEDICAL GROUP INC,1153234893,64.0,Health promotion and education.,NC,2016
NOVANT MEDICAL GROUP INC,1153234893,86.0,Courteous and helpful office staff.,NC,2016
NOVANT MEDICAL GROUP INC,1153234893,80.0,Clinicians working together for your care.,NC,2016
"BENEFIS HOSPITALS, INC.",1153235296,62.0,"Getting timely care, appointments, and information.",MT,2016
"BENEFIS HOSPITALS, INC.",1153235296,59.0,Between visit communication.,MT,2016
"BENEFIS HOSPITALS, INC.",1153235296,28.0,Attention to patient medicine cost.,MT,2016
"BENEFIS HOSPITALS, INC.",1153235296,83.0,How well clinicians communicate.,MT,2016
"BENEFIS HOSPITALS, INC.",1153235296,82.0,Patients' rating of clinicians.,MT,2016
"BENEFIS HOSPITALS, INC.",1153235296,58.0,Health promotion and education.,MT,2016
"BENEFIS HOSPITALS, INC.",1153235296,83.0,Courteous and helpful office staff.,MT,2016
"BENEFIS HOSPITALS, INC.",1153235296,73.0,Clinicians working together for your care.,MT,2016
"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",1254237779,62.0,"Getting timely care, appointments, and information.",NY,2016
"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",1254237779,54.0,Between visit communication.,NY,2016
"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",1254237779,23.0,Attention to patient medicine cost.,NY,2016
"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",1254237779,83.0,How well clinicians communicate.,NY,2016
"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",1254237779,83.0,Patients' rating of clinicians.,NY,2016
